json_name,image_name,box_id,box_label,box_x1,box_y1,box_x2,box_y2,box_cx,box_cy,matched,match_type,point_id,point_x,point_y,distance_to_center,num_candidate_points_inside,num_candidate_points_expanded,risk_reason
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,6,broadleaf_weed,470.1191101074219,427.8098449707031,695.833251953125,705.8807373046875,582.9761810302734,566.8452911376953,1,inside_nearest,4,573.2793522267206,565.5546558704453,9.78234267639823,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,7,broadleaf_weed,417.9930419921875,550.4752197265625,762.5076904296875,789.953857421875,590.2503662109375,670.2145385742188,1,inside_nearest,5,554.7137809187279,619.7455830388693,61.72490880559941,5,0,inside_nearest|inside_candidates_ge_3
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,8,broadleaf_weed,278.8209228515625,553.8458862304688,572.9904174804688,920.7222290039062,425.9056701660156,737.2840576171875,1,inside_nearest,6,461.3793103448276,754.103448275862,39.25902507277697,6,0,inside_nearest|inside_candidates_ge_3
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,9,broadleaf_weed,331.19970703125,859.3939208984375,540.27783203125,967.555908203125,435.73876953125,913.4749145507812,1,inside_nearest,14,435.8455882352941,915.4117647058823,1.9397934835566117,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,13,broadleaf_weed,854.6947631835938,653.1466064453125,1226.285888671875,931.474365234375,1040.4903259277344,792.3104858398438,1,inside_nearest,19,1031.8910256410256,746.9551282051282,46.16336677056756,4,0,inside_nearest|inside_candidates_ge_3
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,14,broadleaf_weed,773.4910278320312,712.9999389648438,1057.39794921875,981.8333129882812,915.4444885253906,847.4166259765625,1,inside_nearest,18,905.6761268781302,880.3005008347245,34.30408306541554,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,16,broadleaf_weed,501.32098388671875,1530.4443359375,512.7347412109375,1535.0,507.0278625488281,1532.72216796875,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,27,broadleaf_weed,927.2725219726562,925.7232666015625,1188.81103515625,1267.9549560546875,1058.0417785644531,1096.839111328125,1,inside_nearest,22,1060.3762376237623,1087.8564356435643,9.281064677804439,3,0,inside_nearest|inside_candidates_ge_3
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,29,broadleaf_weed,1627.13720703125,1515.874267578125,1675.511962890625,1535.0,1651.3245849609375,1525.4371337890625,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162655_tile_r0_c1.json,IMG_20251113_162655_tile_r0_c1.jpg,0,broadleaf_weed,223.239990234375,154.48675537109375,325.635986328125,274.9152526855469,274.43798828125,214.7010040283203,1,inside_nearest,2,287.7777777777778,223.33333333333334,15.889213103293093,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c1.json,IMG_20251113_162655_tile_r0_c1.jpg,5,broadleaf_weed,1353.3505859375,567.30078125,1696.9921875,852.666748046875,1525.17138671875,709.9837646484375,1,inside_nearest,9,1508.4158415841584,670.2821782178219,43.092508140800746,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c1.json,IMG_20251113_162655_tile_r0_c1.jpg,7,broadleaf_weed,626.20703125,368.89117431640625,968.6318359375,642.7164916992188,797.41943359375,505.8038330078125,1,inside_nearest,7,804.5816733067732,493.96812749004,13.834073977329911,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c1.json,IMG_20251113_162655_tile_r0_c1.jpg,9,broadleaf_weed,1005.5556640625,1033.81640625,1095.8935546875,1292.2705078125,1050.724609375,1163.04345703125,1,inside_nearest,20,1067.867867867868,1164.5285285285286,17.207462018128037,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c1.json,IMG_20251113_162655_tile_r0_c1.jpg,15,broadleaf_weed,1693.8173828125,1311.3648681640625,2011.69921875,1535.0,1852.75830078125,1423.1824340820312,1,inside_nearest,17,1848.231884057971,1480.2898550724638,57.286525296366776,2,0,inside_nearest
IMG_20251113_162655_tile_r0_c1.json,IMG_20251113_162655_tile_r0_c1.jpg,18,broadleaf_weed,629.1650390625,1270.4710693359375,779.1123046875,1504.1177978515625,704.138671875,1387.29443359375,1,inside_nearest,22,705.4412955465586,1372.0323886639676,15.317533870320045,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c0.json,IMG_20251113_162655_tile_r1_c0.jpg,3,broadleaf_weed,419.58709716796875,116.0001220703125,718.4129028320312,387.0001220703125,569.0,251.5001220703125,1,inside_nearest,12,557.2079207920792,219.6039603960396,34.00615034956518,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c0.json,IMG_20251113_162655_tile_r1_c0.jpg,9,broadleaf_weed,1756.3616943359375,1080.339599609375,2047.0,1450.274658203125,1901.6808471679688,1265.30712890625,1,inside_nearest,24,1888.3846153846152,1239.9038461538462,28.67257494950945,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c0.json,IMG_20251113_162655_tile_r1_c0.jpg,16,broadleaf_weed,1449.054443359375,350.0,1635.738037109375,566.558349609375,1542.396240234375,458.2791748046875,1,inside_nearest,20,1562.1103117505995,461.12230215827344,19.918031752548334,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c0.json,IMG_20251113_162655_tile_r1_c0.jpg,19,broadleaf_weed,1470.30322265625,0.0,1680.81201171875,113.968505859375,1575.5576171875,56.9842529296875,1,inside_nearest,9,1589.7560975609756,45.44715447154476,18.294848612351277,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c0.json,IMG_20251113_162655_tile_r1_c0.jpg,20,broadleaf_weed,1307.291259765625,7.5472412109375,1579.46240234375,142.7271728515625,1443.3768310546875,75.13720703125,1,inside_nearest,10,1440.6436781609198,55.954022988505585,19.37691086728003,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c1.json,IMG_20251113_162655_tile_r1_c1.jpg,0,broadleaf_weed,1603.34619140625,0.0,1782.8984375,99.2398681640625,1693.122314453125,49.61993408203125,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162655_tile_r1_c1.json,IMG_20251113_162655_tile_r1_c1.jpg,1,broadleaf_weed,1734.219482421875,0.0,1880.427978515625,70.78564453125,1807.32373046875,35.392822265625,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162655_tile_r1_c1.json,IMG_20251113_162655_tile_r1_c1.jpg,9,broadleaf_weed,501.11572265625,0.0,545.82958984375,52.82373046875,523.47265625,26.411865234375,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162655_tile_r1_c1.json,IMG_20251113_162655_tile_r1_c1.jpg,14,broadleaf_weed,596.051025390625,1136.689453125,733.818115234375,1289.14892578125,664.9345703125,1212.919189453125,1,inside_nearest,15,660.1999999999998,1197.8000000000002,15.84317031920975,2,0,inside_nearest
IMG_20251113_162655_tile_r1_c1.json,IMG_20251113_162655_tile_r1_c1.jpg,17,broadleaf_weed,0.0,1140.26513671875,41.3115234375,1225.80517578125,20.65576171875,1183.03515625,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162655_tile_r1_c1.json,IMG_20251113_162655_tile_r1_c1.jpg,18,broadleaf_weed,454.767578125,839.6259765625,499.78076171875,965.7548828125,477.274169921875,902.6904296875,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162710_tile_r0_c0.json,IMG_20251113_162710_tile_r0_c0.jpg,3,broadleaf_weed,437.82904052734375,1493.692138671875,628.7673950195312,1535.0,533.2982177734375,1514.3460693359375,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162710_tile_r0_c0.json,IMG_20251113_162710_tile_r0_c0.jpg,5,broadleaf_weed,1755.7841796875,1424.023193359375,1955.241455078125,1535.0,1855.5128173828125,1479.5115966796875,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162710_tile_r0_c0.json,IMG_20251113_162710_tile_r0_c0.jpg,6,broadleaf_weed,1900.85888671875,1503.84228515625,2012.15771484375,1535.0,1956.50830078125,1519.421142578125,0,unmatched,,,,,0,0,unmatched
IMG_20251113_162710_tile_r0_c0.json,IMG_20251113_162710_tile_r0_c0.jpg,7,broadleaf_weed,1600.600341796875,551.8173217773438,1900.68994140625,663.2350463867188,1750.6451416015625,607.5261840820312,1,inside_nearest,9,1752.4940617577197,621.6152019002375,14.209818043366248,2,0,inside_nearest
IMG_20251113_162710_tile_r0_c0.json,IMG_20251113_162710_tile_r0_c0.jpg,8,broadleaf_weed,1647.8896484375,608.9312744140625,1865.06396484375,815.862060546875,1756.476806640625,712.3966674804688,1,inside_nearest,7,1749.279538904899,711.5043227665706,7.252374917786869,3,0,inside_nearest|inside_candidates_ge_3
