json_name,image_name,box_id,box_label,box_x1,box_y1,box_x2,box_y2,box_cx,box_cy,matched,match_type,point_id,point_x,point_y,distance_to_center,num_candidate_points_inside,num_candidate_points_expanded
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,0,broadleaf_weed,574.422607421875,1.2111549377441406,766.77978515625,195.72222900390625,670.6011962890625,98.4666919708252,1,inside_single,1,682.5775656324581,121.44152744630074,25.909003990400635,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,1,broadleaf_weed,263.88299560546875,91.9999771118164,554.1171264648438,410.9999694824219,409.00006103515625,251.49997329711914,1,inside_single,0,431.9912280701756,286.84210526315786,42.162306074704425,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,2,broadleaf_weed,74.75318908691406,496.00006103515625,273.24688720703125,619.0000610351562,174.00003814697266,557.5000610351562,1,inside_single,2,171.9457831325303,542.7710843373494,14.871540546590946,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,3,broadleaf_weed,405.05584716796875,437.57763671875,531.0,692.0,468.0279235839844,564.788818359375,1,inside_single,3,469.63562753036433,584.9878542510121,20.262915953308628,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,4,broadleaf_weed,1085.014892578125,11.928474426269531,1247.0,238.0,1166.0074462890625,124.96423721313477,1,inside_single,7,1186.9565217391303,132.75362318840578,22.350353377170144,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,5,broadleaf_weed,1242.9998779296875,0.0,1471.9998779296875,296.2629089355469,1357.4998779296875,148.13145446777344,1,inside_single,8,1387.0180878552972,141.03875968992241,30.35837670930571,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,6,broadleaf_weed,470.1191101074219,427.8098449707031,695.833251953125,705.8807373046875,582.9761810302734,566.8452911376953,1,inside_nearest,4,573.2793522267206,565.5546558704453,9.78234267639823,2,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,7,broadleaf_weed,417.9930419921875,550.4752197265625,762.5076904296875,789.953857421875,590.2503662109375,670.2145385742188,1,inside_nearest,5,554.7137809187279,619.7455830388693,61.72490880559941,5,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,8,broadleaf_weed,278.8209228515625,553.8458862304688,572.9904174804688,920.7222290039062,425.9056701660156,737.2840576171875,1,inside_nearest,6,461.3793103448276,754.103448275862,39.25902507277697,6,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,9,broadleaf_weed,331.19970703125,859.3939208984375,540.27783203125,967.555908203125,435.73876953125,913.4749145507812,1,inside_nearest,14,435.8455882352941,915.4117647058823,1.9397934835566117,2,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,10,broadleaf_weed,300.0802307128906,775.875732421875,427.7700500488281,981.8333740234375,363.9251403808594,878.8545532226562,1,inside_single,13,358.02919708029196,886.1313868613138,9.365599564801155,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,11,broadleaf_weed,538.8699951171875,728.5969848632812,766.6666259765625,853.1124877929688,652.768310546875,790.854736328125,1,inside_single,16,651.41065830721,791.485893416928,1.4971903267833144,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,12,broadleaf_weed,770.9978637695312,552.9999389648438,873.0022583007812,821.0000610351562,822.0000610351562,687.0,1,inside_single,15,841.1398416886544,702.8865435356201,24.873951615559147,1,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,13,broadleaf_weed,854.6947631835938,653.1466064453125,1226.285888671875,931.474365234375,1040.4903259277344,792.3104858398438,1,inside_nearest,19,1031.8910256410256,746.9551282051282,46.16336677056756,4,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,14,broadleaf_weed,773.4910278320312,712.9999389648438,1057.39794921875,981.8333129882812,915.4444885253906,847.4166259765625,1,inside_nearest,18,905.6761268781302,880.3005008347245,34.30408306541554,2,0
IMG_20251113_162655_tile_r0_c0.json,IMG_20251113_162655_tile_r0_c0.jpg,15,broadleaf_weed,805.5970458984375,1289.086181640625,1005.650390625,1431.833251953125,905.6237182617188,1360.459716796875,1,inside_single,12,906.9139966273187,1354.1281618887015,6.461687536236312,1,0
